id,fecha,monto,descripcion
245.0,2026-05-04,900000.0,Entrenamiento del personal
,2026-05-09,500000.0,mantenimiento
490.0,2026-05-05,800000.0,Gastos de viaje
315.0,2026-05-08,300000.0,publicidad
300.0,2026-05-03,500000.0,Gastos de viaje
205.0,2026-05-06,,alquiler
500.0,2026-05-01,,otros
,2026-05-04,300000.0,Pago de servicios
41.0,2026-05-03,,comida
53.0,2026-05-02,,Entrenamiento del personal
,2026-05-04,700000.0,alquiler
362.0,2026-05-05,800000.0,alquiler
119.0,2026-05-10,200000.0,11
67.0,,300000.0,Inversión en tecnología
482.0,,400000.0,comida
280.0,2026-05-06,-100000.0,publicidad
,2026-05-07,100000.0,alquiler
281.0,,600000.0,Gastos de viaje
26.0,2026-05-05,200000.0,-10
142.0,2026-05-07,-100000.0,publicidad
482.0,,800000.0,Entrenamiento del personal
,2026-05-08,200000.0,otros
,2026-05-06,700000.0,alquiler
379.0,2026-05-04,700000.0,a
281.0,2026-05-01,,alquiler
,2026-05-10,800000.0,Entrenamiento del personal
467.0,2026-05-02,200000.0,-10
227.0,,500000.0,Entrenamiento del personal
477.0,2026-05-09,600000.0,mantenimiento
48.0,2026-05-03,-100000.0,Entrenamiento del personal
,2026-05-04,700000.0,mantenimiento
42.0,2026-05-02,-100000.0,mantenimiento
441.0,,900000.0,otros
309.0,,900000.0,Inversión en tecnología
497.0,,500000.0,Gastos de viaje
,2026-05-07,200000.0,alquiler
178.0,,100000.0,publicidad
59.0,2026-05-05,700000.0,11
457.0,,600000.0,otros
58.0,2026-05-07,-100000.0,Compra de materiales
,2026-05-04,1000000.0,comida
117.0,2026-05-05,300000.0,Compra de materiales
351.0,2026-05-03,700000.0,-10
27.0,2026-05-02,600000.0,a
376.0,,900000.0,comida
214.0,,300000.0,Gastos de viaje
362.0,2026-05-09,,otros
51.0,,100000.0,Entrenamiento del personal
31.0,2026-05-04,,comida
500.0,2026-05-10,300000.0,Pago de servicios
56.0,2026-05-06,800000.0,11
386.0,2026-05-07,,Inversión en tecnología
151.0,2026-05-10,400000.0,mantenimiento
27.0,2026-05-04,800000.0,a
118.0,2026-05-09,300000.0,a
341.0,,400000.0,comida
327.0,2026-05-05,700000.0,-10
,2026-05-02,100000.0,alquiler
449.0,,300000.0,Pago de servicios
437.0,,500000.0,Inversión en tecnología
154.0,,700000.0,Entrenamiento del personal
428.0,2026-05-06,700000.0,
,2026-05-06,1000000.0,Pago de servicios
,2026-05-06,100000.0,Compra de materiales
111.0,,1000000.0,alquiler
306.0,,200000.0,otros
237.0,2026-05-09,400000.0,Entrenamiento del personal
,2026-05-01,900000.0,comida
299.0,2026-05-02,-100000.0,mantenimiento
275.0,2026-05-04,1000000.0,mantenimiento
300.0,2026-05-06,800000.0,Entrenamiento del personal
238.0,,200000.0,Gastos de viaje
172.0,2026-05-10,500000.0,mantenimiento
197.0,,700000.0,Pago de servicios
,2026-05-10,500000.0,Gastos de viaje
480.0,2026-05-07,,alquiler
453.0,2026-05-01,,comida
,2026-05-01,600000.0,alquiler
,2026-05-03,400000.0,comida
155.0,2026-05-03,600000.0,11
,2026-05-05,900000.0,publicidad
,2026-05-01,400000.0,alquiler
394.0,,600000.0,Compra de materiales
372.0,2026-05-10,,publicidad
,2026-05-01,300000.0,publicidad
,2026-05-06,800000.0,mantenimiento
,2026-05-07,300000.0,publicidad
141.0,2026-05-08,,mantenimiento
,2026-05-10,800000.0,Inversión en tecnología
,2026-05-05,1000000.0,Pago de servicios
,2026-05-05,900000.0,otros
114.0,2026-05-05,800000.0,comida
,2026-05-07,600000.0,alquiler
,2026-05-10,600000.0,comida
270.0,2026-05-02,200000.0,Pago de servicios
,2026-05-04,400000.0,otros
410.0,2026-05-01,400000.0,a
133.0,,900000.0,Entrenamiento del personal
410.0,2026-05-05,,Entrenamiento del personal
,2026-05-07,800000.0,Entrenamiento del personal
493.0,,700000.0,comida
,2026-05-08,700000.0,otros
398.0,,600000.0,Entrenamiento del personal
493.0,2026-05-03,100000.0,Inversión en tecnología
291.0,2026-05-04,500000.0,
280.0,,600000.0,Inversión en tecnología
103.0,2026-05-09,700000.0,Inversión en tecnología
,2026-05-05,100000.0,comida
297.0,,700000.0,Inversión en tecnología
497.0,2026-05-06,700000.0,-10
107.0,2026-05-09,600000.0,-10
163.0,2026-05-06,200000.0,-10
160.0,,900000.0,publicidad
,2026-05-03,800000.0,comida
164.0,,200000.0,otros
335.0,2026-05-06,300000.0,comida
93.0,2026-05-10,-100000.0,alquiler
,2026-05-07,400000.0,mantenimiento
292.0,2026-05-05,300000.0,Entrenamiento del personal
300.0,2026-05-06,-100000.0,Entrenamiento del personal
344.0,2026-05-07,400000.0,11
105.0,,700000.0,Entrenamiento del personal
,2026-05-08,600000.0,Inversión en tecnología
136.0,2026-05-04,-100000.0,Pago de servicios
483.0,,400000.0,Inversión en tecnología
145.0,,600000.0,Entrenamiento del personal
,2026-05-06,700000.0,Compra de materiales
,2026-05-05,1000000.0,Compra de materiales
394.0,2026-05-03,1000000.0,11
170.0,,500000.0,Entrenamiento del personal
,2026-05-07,700000.0,Entrenamiento del personal
415.0,2026-05-03,200000.0,a
13.0,2026-05-04,800000.0,11
489.0,2026-05-05,300000.0,a
95.0,,500000.0,Entrenamiento del personal
216.0,2026-05-05,700000.0,a
441.0,2026-05-02,,Pago de servicios
,2026-05-01,700000.0,Pago de servicios
31.0,2026-05-05,-100000.0,alquiler
,2026-05-10,600000.0,otros
295.0,,700000.0,comida
114.0,2026-05-10,1000000.0,a
454.0,2026-05-08,500000.0,a
479.0,2026-05-07,300000.0,mantenimiento
373.0,2026-05-08,400000.0,-10
,2026-05-06,100000.0,Entrenamiento del personal
289.0,2026-05-01,900000.0,
463.0,2026-05-01,800000.0,alquiler
348.0,2026-05-02,,Inversión en tecnología
111.0,,600000.0,Inversión en tecnología
,2026-05-01,200000.0,Gastos de viaje
308.0,2026-05-06,,Pago de servicios
452.0,2026-05-08,100000.0,Entrenamiento del personal
304.0,,400000.0,Pago de servicios
285.0,2026-05-06,100000.0,Inversión en tecnología
305.0,2026-05-01,300000.0,
422.0,2026-05-07,600000.0,mantenimiento
,2026-05-06,500000.0,publicidad
88.0,2026-05-10,,mantenimiento
344.0,2026-05-06,1000000.0,11
,2026-05-01,800000.0,Entrenamiento del personal
370.0,2026-05-09,-100000.0,Compra de materiales
42.0,2026-05-09,-100000.0,publicidad
,2026-05-06,800000.0,comida
201.0,2026-05-01,-100000.0,Inversión en tecnología
339.0,2026-05-07,1000000.0,a
438.0,2026-05-05,800000.0,
137.0,2026-05-04,200000.0,Pago de servicios
7.0,2026-05-09,1000000.0,a
,2026-05-06,500000.0,mantenimiento
228.0,2026-05-01,200000.0,alquiler
,2026-05-01,400000.0,otros
26.0,2026-05-09,200000.0,Entrenamiento del personal
321.0,2026-05-01,500000.0,Entrenamiento del personal
146.0,2026-05-07,900000.0,
123.0,,700000.0,Entrenamiento del personal
190.0,2026-05-08,900000.0,11
127.0,2026-05-06,400000.0,alquiler
295.0,2026-05-01,1000000.0,otros
153.0,,700000.0,Compra de materiales
325.0,2026-05-05,400000.0,Gastos de viaje
360.0,2026-05-05,400000.0,alquiler
296.0,2026-05-05,600000.0,Pago de servicios
484.0,,1000000.0,Entrenamiento del personal
413.0,,300000.0,Inversión en tecnología
,2026-05-06,200000.0,alquiler
27.0,,700000.0,comida
29.0,,1000000.0,alquiler
290.0,2026-05-08,,Pago de servicios
64.0,2026-05-10,900000.0,Compra de materiales
462.0,2026-05-01,-100000.0,Gastos de viaje
155.0,2026-05-10,300000.0,Compra de materiales
365.0,2026-05-03,600000.0,Entrenamiento del personal
356.0,2026-05-06,-100000.0,Inversión en tecnología
321.0,2026-05-08,500000.0,Pago de servicios
413.0,2026-05-04,300000.0,-10
224.0,,400000.0,Gastos de viaje
309.0,2026-05-07,100000.0,mantenimiento
82.0,2026-05-04,-100000.0,Entrenamiento del personal
26.0,,1000000.0,otros
343.0,2026-05-02,200000.0,Compra de materiales
,2026-05-04,400000.0,mantenimiento
416.0,2026-05-07,800000.0,Compra de materiales
130.0,2026-05-06,-100000.0,publicidad
454.0,2026-05-01,200000.0,-10
234.0,2026-05-07,,Gastos de viaje
500.0,2026-05-09,,Entrenamiento del personal
71.0,2026-05-07,-100000.0,Gastos de viaje
159.0,2026-05-03,,Inversión en tecnología
117.0,2026-05-03,1000000.0,mantenimiento
163.0,2026-05-02,,otros
,2026-05-04,900000.0,Pago de servicios
485.0,,500000.0,comida
300.0,,200000.0,Inversión en tecnología
,2026-05-06,900000.0,publicidad
457.0,2026-05-09,,publicidad
175.0,2026-05-08,600000.0,
408.0,2026-05-02,700000.0,Entrenamiento del personal
335.0,2026-05-06,700000.0,
374.0,,900000.0,Compra de materiales
440.0,2026-05-07,500000.0,a
,2026-05-03,100000.0,Entrenamiento del personal
203.0,2026-05-03,-100000.0,otros
,2026-05-04,400000.0,otros
380.0,,500000.0,otros
65.0,2026-05-08,900000.0,a
211.0,2026-05-09,900000.0,Gastos de viaje
,2026-05-04,200000.0,Compra de materiales
185.0,2026-05-01,500000.0,Entrenamiento del personal
380.0,2026-05-04,300000.0,a
68.0,2026-05-06,100000.0,
,2026-05-10,1000000.0,Compra de materiales
89.0,2026-05-08,300000.0,-10
128.0,2026-05-06,200000.0,a
404.0,,100000.0,otros
410.0,2026-05-03,900000.0,-10
448.0,2026-05-06,,Entrenamiento del personal
117.0,2026-05-06,800000.0,-10
,2026-05-04,600000.0,Pago de servicios
,2026-05-03,300000.0,publicidad
51.0,2026-05-03,700000.0,Compra de materiales
51.0,2026-05-03,200000.0,mantenimiento
194.0,2026-05-07,-100000.0,Entrenamiento del personal
108.0,,200000.0,Inversión en tecnología
414.0,2026-05-05,600000.0,
472.0,,500000.0,otros
199.0,2026-05-02,,Gastos de viaje
54.0,2026-05-04,,publicidad
166.0,2026-05-10,1000000.0,comida
,2026-05-07,300000.0,mantenimiento
38.0,2026-05-05,300000.0,a
425.0,2026-05-03,200000.0,11
,2026-05-02,600000.0,Entrenamiento del personal
,2026-05-08,700000.0,Gastos de viaje
,2026-05-03,200000.0,Compra de materiales
317.0,2026-05-02,,Gastos de viaje
353.0,2026-05-01,700000.0,Gastos de viaje
121.0,2026-05-03,,Gastos de viaje
322.0,2026-05-04,-100000.0,comida
11.0,,900000.0,Entrenamiento del personal
105.0,,1000000.0,Entrenamiento del personal
,2026-05-02,900000.0,Pago de servicios
334.0,2026-05-03,700000.0,alquiler
76.0,,800000.0,otros
351.0,2026-05-02,800000.0,a
,2026-05-04,600000.0,Entrenamiento del personal
143.0,,200000.0,Entrenamiento del personal
33.0,2026-05-01,600000.0,11
78.0,,600000.0,mantenimiento
414.0,2026-05-02,700000.0,
41.0,2026-05-03,800000.0,a
173.0,2026-05-10,400000.0,a
37.0,,500000.0,alquiler
496.0,,600000.0,Inversión en tecnología
438.0,,400000.0,otros
,2026-05-10,400000.0,alquiler
,2026-05-03,400000.0,publicidad
,2026-05-01,800000.0,Entrenamiento del personal
250.0,,500000.0,Pago de servicios
21.0,,500000.0,Pago de servicios
497.0,2026-05-03,400000.0,
173.0,,900000.0,otros
455.0,,400000.0,Inversión en tecnología
,2026-05-01,800000.0,comida
185.0,2026-05-10,-100000.0,Pago de servicios
24.0,,200000.0,Inversión en tecnología
33.0,2026-05-06,200000.0,Entrenamiento del personal
462.0,2026-05-05,200000.0,Gastos de viaje
369.0,,700000.0,Entrenamiento del personal
